epochs,factors,learning_rate,regularization,hr@10,ndcg@10,hr@20,ndcg@20,hr@100,ndcg@100,mrr,seconds
200,128,0.05,0.001,0.08810864524677045,0.04260134742587453,0.14839350778403446,0.05774397100247582,0.40079496522027164,0.10290488360578033,0.040762919370841366,38.85
100,256,0.05,0.001,0.08843988075521696,0.0425942889230741,0.1523683338853925,0.05863149973722676,0.4248095395826433,0.10726115620075002,0.04126352160708797,32.46
100,128,0.05,0.001,0.0844650546538589,0.04140432494885711,0.14557800596223916,0.056743854695661615,0.39648890361046707,0.10161673737702995,0.04039397260683225,21.22
200,256,0.05,0.001,0.08612123219609143,0.041262048083998096,0.15220271613116926,0.05788787168894039,0.4158661808545876,0.10520344024887579,0.04048099689409525,62.72
