単位[MW平均],,,供給力
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2026/3/1,0:00,24580,1188,7640,5475,371,1712,694,0,474,0,0,307,0,265,1,6173,280,24580
2026/3/1,0:30,23757,1193,7245,5194,371,1711,704,0,473,0,0,310,0,150,1,6083,322,23757
2026/3/1,1:00,23412,1197,7160,5047,370,1734,629,0,474,0,0,289,0,445,1,5769,297,23412
2026/3/1,1:30,23241,1201,6278,4930,371,1761,617,0,474,0,0,272,0,1445,2,5589,300,23240
2026/3/1,2:00,23284,1206,6102,4827,371,1747,627,0,474,0,0,273,0,1682,2,5669,305,23285
2026/3/1,2:30,23336,1210,6044,4796,371,1697,635,0,474,0,0,263,0,1732,2,5811,302,23337
2026/3/1,3:00,23558,1215,6493,4799,372,1684,553,0,475,0,0,228,0,1959,2,5474,304,23558
2026/3/1,3:30,23614,1219,7062,4868,371,1689,550,0,476,0,0,194,0,1538,2,5352,294,23615
2026/3/1,4:00,23797,1223,7742,5086,371,1653,583,0,475,0,0,187,0,901,2,5267,307,23797
2026/3/1,4:30,23935,1227,8082,5092,371,1679,582,0,475,0,0,183,0,955,2,5007,281,23936
2026/3/1,5:00,24273,1232,8289,5089,372,1720,560,0,474,0,0,210,0,1041,2,4982,303,24274
2026/3/1,5:30,24621,1236,8497,5102,372,1750,573,0,475,0,0,190,0,1483,2,4670,273,24623
2026/3/1,6:00,24902,1240,8673,5189,372,1783,580,0,475,4,0,157,0,1283,3,4870,271,24900
2026/3/1,6:30,24867,1242,8307,5092,371,1704,581,0,477,315,0,155,0,678,1,5701,244,24868
2026/3/1,7:00,25012,1242,7638,4829,368,1596,593,0,475,1795,0,155,0,272,2,5756,292,25013
2026/3/1,7:30,25217,1241,7039,4244,347,1440,579,0,475,3822,0,171,0,84,2,5494,280,25218
2026/3/1,8:00,25459,1240,6269,3916,344,1357,653,0,472,6099,0,171,0,649,0,4005,284,25459
2026/3/1,8:30,26030,1240,6242,3680,344,1355,657,0,472,8326,0,171,0,192,0,3064,287,26030
2026/3/1,9:00,26462,1240,5852,3340,344,1337,624,0,472,10232,0,171,0,-1384,1,3940,293,26462
2026/3/1,9:30,26598,1240,6033,3022,344,1338,617,0,472,11736,0,170,0,-2509,1,3833,302,26599
2026/3/1,10:00,26227,1240,5702,2725,343,1301,593,0,471,12900,0,179,0,-3734,1,4211,295,26227
2026/3/1,10:30,26326,1240,5648,2672,344,1262,590,0,472,13888,0,161,0,-5128,1,4870,305,26325
2026/3/1,11:00,25799,1240,5989,2650,344,1273,531,0,437,13356,993,132,19,-5302,1,4844,304,25799
2026/3/1,11:30,25827,1239,5392,2641,344,1285,544,0,437,14790,140,99,41,-6096,1,4846,307,25829
2026/3/1,12:00,25431,1240,6001,2643,344,1284,568,0,435,13775,1756,152,51,-6169,1,4851,304,25429
