単位[MW平均],,,供給力
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2024/4/1,0:00,21687,0,10400,4676,56,955,1878,0,491,0,0,71,0,496,0,2411,254,21688
2024/4/1,0:30,20914,0,9754,4672,56,965,1886,0,492,0,0,70,0,692,0,2037,290,20914
2024/4/1,1:00,20626,0,9980,4672,56,972,1892,0,491,0,0,77,0,646,0,1518,322,20626
2024/4/1,1:30,20590,0,10231,4672,56,940,1890,0,492,0,0,76,0,601,0,1306,326,20590
2024/4/1,2:00,20618,0,10437,4673,56,948,1895,0,492,0,0,74,0,553,0,1162,327,20617
2024/4/1,2:30,20802,0,10600,4701,57,964,1901,0,490,0,0,77,0,538,0,1148,326,20802
2024/4/1,3:00,21064,0,10640,4723,57,963,1904,0,490,0,0,83,0,546,0,1328,330,21064
2024/4/1,3:30,21161,0,10736,4723,57,964,1908,0,491,0,0,89,0,525,0,1344,323,21160
2024/4/1,4:00,21409,0,11575,4723,57,967,1907,0,491,0,0,95,0,54,0,1209,331,21409
2024/4/1,4:30,21508,0,12063,4722,58,936,1824,0,492,0,0,98,0,-70,0,1058,327,21508
2024/4/1,5:00,22033,0,12626,4722,58,910,1817,0,488,0,0,106,0,-66,0,1036,335,22032
2024/4/1,5:30,22341,0,12787,4723,58,875,1813,0,489,45,0,110,0,-42,0,1154,331,22343
2024/4/1,6:00,23582,0,12954,4780,58,846,1831,0,482,211,0,113,0,406,0,1580,321,23582
2024/4/1,6:30,24416,0,12978,4806,58,785,1876,0,470,542,0,120,0,480,0,2015,287,24417
2024/4/1,7:00,25416,0,12834,4805,58,662,1874,0,470,1262,0,122,0,492,0,2552,286,25417
2024/4/1,7:30,26399,0,12107,4821,60,646,1838,0,470,2396,0,128,0,343,0,3323,267,26399
2024/4/1,8:00,27672,0,11376,4811,61,698,1923,0,467,3750,0,136,0,126,0,4034,289,27671
2024/4/1,8:30,28587,0,10696,4706,61,711,1933,0,466,5405,0,131,0,0,0,4176,302,28587
2024/4/1,9:00,29883,0,10182,4635,61,685,1923,0,462,7424,0,134,0,0,0,4098,281,29885
2024/4/1,9:30,30360,0,9473,4090,60,727,1922,0,464,9115,0,129,0,-44,0,4121,301,30358
2024/4/1,10:00,30785,0,9209,3715,60,696,1917,0,415,10810,0,118,0,-420,0,3976,288,30784
2024/4/1,10:30,30956,0,8833,3494,60,742,1922,0,414,11807,0,124,0,-419,0,3675,304,30956
2024/4/1,11:00,31465,0,8776,3285,60,754,1926,0,412,12807,0,124,0,-658,0,3674,306,31466
2024/4/1,11:30,31913,0,8972,3215,60,785,1911,0,406,12910,0,110,0,-686,0,3922,308,31913
2024/4/1,12:00,31086,0,9142,3179,60,816,1857,0,393,12252,0,113,0,-875,0,3848,300,31085
2024/4/1,12:30,30234,0,9429,3212,60,753,1744,0,386,11283,0,114,0,-664,0,3619,297,30233
2024/4/1,13:00,30974,0,10225,3444,60,706,1729,0,371,10737,0,126,0,0,0,3283,293,30974
2024/4/1,13:30,31027,0,10257,3598,59,704,1738,0,372,10062,0,131,0,0,0,3813,293,31027
2024/4/1,14:00,30370,0,10218,3772,60,730,1778,0,372,8978,0,129,0,0,0,4060,274,30371
2024/4/1,14:30,30210,0,10229,3962,60,713,1812,0,371,8223,0,135,0,-4,0,4432,276,30209
2024/4/1,15:00,30024,0,11447,4158,59,708,1889,0,374,6946,0,132,0,-3,0,4027,289,30026
2024/4/1,15:30,30169,0,12902,4633,60,684,1928,0,373,5349,0,137,0,0,0,3821,282,30169
2024/4/1,16:00,30278,0,14861,4733,59,697,2027,0,374,3705,0,130,0,62,0,3320,311,30279
2024/4/1,16:30,30270,0,16586,4878,59,709,2036,0,376,2147,0,133,0,550,0,2495,301,30270
2024/4/1,17:00,30323,0,17254,5343,59,748,2063,0,380,946,0,115,0,785,0,2327,302,30322
2024/4/1,17:30,30605,0,17976,5498,60,763,2065,0,380,194,0,108,0,1086,0,2184,291,30605
2024/4/1,18:00,31193,0,18336,5555,60,776,2081,0,382,0,0,90,0,1529,0,2073,312,31194
