単位[MW平均],,,供給力
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2024/6/1,0:00,23623,0,10329,4339,187,855,1722,0,518,0,0,24,0,2134,0,3342,174,23624
2024/6/1,0:30,22754,0,9839,4034,188,858,1730,0,516,0,0,20,0,2135,0,3215,220,22755
2024/6/1,1:00,22152,0,9577,3810,187,870,1739,0,518,0,0,21,0,2125,0,3109,195,22151
2024/6/1,1:30,21812,0,9248,3685,187,929,1772,0,517,0,0,25,0,2179,0,3065,207,21814
2024/6/1,2:00,21704,0,9203,3508,187,936,1785,0,518,0,0,22,0,2334,0,3009,202,21704
2024/6/1,2:30,21783,0,9488,3497,186,972,1785,0,518,0,0,23,0,2351,0,2760,203,21783
2024/6/1,3:00,22039,0,9864,3506,186,970,1798,0,518,0,0,29,0,2064,0,2901,202,22038
2024/6/1,3:30,22031,0,10052,3582,186,980,1798,0,518,0,0,28,0,1867,0,2824,196,22031
2024/6/1,4:00,22105,0,10428,3652,186,881,1762,0,518,0,0,29,0,1744,0,2659,247,22106
2024/6/1,4:30,21935,0,10807,3697,186,887,1747,0,516,18,0,30,0,1134,0,2684,228,21934
2024/6/1,5:00,21657,0,10295,3822,186,868,1747,0,517,345,0,30,0,340,0,3246,262,21658
2024/6/1,5:30,21235,0,9869,3768,187,890,1726,0,516,926,0,30,0,92,0,2991,239,21234
2024/6/1,6:00,21340,0,9376,3474,187,911,1715,0,518,1890,0,31,0,91,0,2905,241,21339
2024/6/1,6:30,21383,0,8738,3233,187,934,1715,0,518,3165,0,27,0,-372,0,2947,291,21383
2024/6/1,7:00,22003,0,8902,3054,187,961,1692,0,515,4417,0,23,0,-1394,0,3296,351,22004
2024/6/1,7:30,22849,0,8157,2957,186,1010,1692,0,516,5791,0,17,0,-2007,0,4196,335,22850
2024/6/1,8:00,24209,0,8779,2924,186,1038,1706,0,509,7228,0,15,0,-2114,0,3585,353,24209
2024/6/1,8:30,25257,0,7933,2922,185,976,1712,0,509,8482,0,16,0,-2107,0,4278,352,25258
2024/6/1,9:00,26291,0,7682,2921,185,972,1713,0,508,10078,0,16,0,-2506,0,4332,390,26291
2024/6/1,9:30,27450,0,7499,2969,180,1008,1701,0,506,12081,0,18,0,-3334,0,4433,388,27449
2024/6/1,10:00,28433,0,7307,2979,181,985,1739,0,507,13651,0,18,0,-3797,0,4494,370,28434
2024/6/1,10:30,29449,0,7476,2989,181,960,1736,0,507,15029,0,19,0,-4393,0,4576,370,29450
2024/6/1,11:00,30375,0,7929,3002,182,988,1738,0,506,15813,0,18,0,-4536,0,4427,308,30375
2024/6/1,11:30,30887,0,7918,3000,178,1035,1736,0,507,15920,0,21,0,-4172,0,4430,314,30887
2024/6/1,12:00,30579,0,7899,3002,178,1051,1768,0,507,15477,0,18,0,-4034,0,4432,282,30580
2024/6/1,12:30,30314,0,8133,3248,177,1038,1765,0,506,15031,0,20,0,-4013,0,4129,280,30314
2024/6/1,13:00,30399,0,8515,3633,177,996,1813,0,503,14336,0,20,0,-3955,0,4080,280,30398
2024/6/1,13:30,30164,0,8014,3820,178,1002,1811,0,504,13317,0,22,0,-3014,0,4228,282,30164
2024/6/1,14:00,29810,0,7758,3869,179,998,1789,0,503,11774,0,23,0,-1442,0,4075,284,29810
2024/6/1,14:30,29138,0,7913,3994,177,965,1783,0,502,10177,0,25,0,-454,0,3774,282,29138
2024/6/1,15:00,28604,0,8570,4191,177,983,1823,0,502,8728,0,26,0,-247,0,3568,284,28605
2024/6/1,15:30,28571,0,9701,4273,173,974,1819,0,503,7137,0,28,0,0,0,3679,284,28571
2024/6/1,16:00,28438,0,10732,4276,174,978,1880,0,505,5387,0,26,0,0,0,4167,313,28438
2024/6/1,16:30,28214,0,12412,4444,173,1028,1932,0,506,3674,0,25,0,0,0,3660,361,28215
2024/6/1,17:00,28027,0,13429,4518,172,1011,1969,0,508,2144,0,25,0,94,0,3767,390,28027
2024/6/1,17:30,27752,0,13955,4519,173,1020,2000,0,507,1022,0,31,0,735,0,3403,388,27753
2024/6/1,18:00,27686,0,14640,4519,172,944,2036,0,513,309,0,34,0,1109,0,3019,392,27687
2024/6/1,18:30,27924,0,14968,4518,172,953,2049,0,513,3,0,30,0,1379,0,2947,391,27923
2024/6/1,19:00,28085,0,15150,4519,172,990,2019,0,512,0,0,30,0,1399,0,2906,389,28086
2024/6/1,19:30,27617,0,14769,4517,172,964,2025,0,514,0,0,32,0,1308,0,2914,400,27615
2024/6/1,20:00,27020,0,14263,4517,173,952,1901,0,514,0,0,31,0,1005,0,3304,360,27020
2024/6/1,20:30,26550,0,13974,4516,172,990,1884,0,514,0,0,30,0,769,0,3334,367,26550
2024/6/1,21:00,25822,0,13779,4432,173,990,1730,0,514,0,0,35,0,338,0,3516,316,25823
2024/6/1,21:30,24965,0,13266,4272,170,970,1694,0,515,0,0,35,0,206,0,3566,270,24964
2024/6/1,22:00,24569,0,12909,4205,171,969,1674,0,515,0,0,35,0,405,0,3457,229,24569
2024/6/1,22:30,23953,0,12329,3938,171,997,1666,0,514,0,0,34,0,602,0,3515,186,23952
2024/6/1,23:00,23688,0,12144,3940,171,986,1660,0,515,0,0,34,0,525,0,3487,226,23688
2024/6/1,23:30,22969,0,11578,3932,171,1024,1657,0,516,0,0,36,0,194,0,3659,201,22968
2024/6/2,0:00,22264,0,10441,3812,173,1059,1656,0,513,0,0,34,0,387,0,3910,278,22263
2024/6/2,0:30,21388,0,10345,3817,172,1056,1660,0,513,0,0,34,0,-253,0,3725,319,21388
2024/6/2,1:00,20854,0,10536,3815,171,1036,1652,0,513,0,0,33,0,-870,0,3692,276,20854
2024/6/2,1:30,20614,0,10483,3815,172,1028,1721,0,513,0,0,32,0,-1100,0,3668,283,20615
2024/6/2,2:00,20465,0,10879,3814,172,993,1746,0,513,0,0,34,0,-1091,0,3118,287,20465
2024/6/2,2:30,20525,0,10752,3815,171,1000,1745,0,515,0,0,33,0,-600,0,2808,286,20525
2024/6/2,3:00,20777,0,10725,3816,172,991,1754,0,514,0,0,31,0,-241,0,2725,290,20777
2024/6/2,3:30,20856,0,10895,3814,172,994,1760,0,515,0,0,31,0,-33,0,2424,284,20856
2024/6/2,4:00,21102,0,11131,3815,173,996,1783,0,513,0,0,32,0,-33,0,2413,280,21103
2024/6/2,4:30,20976,0,10931,3816,172,1033,1763,0,512,19,0,38,0,-33,0,2463,261,20975
2024/6/2,5:00,20967,0,10041,3814,171,1027,1731,0,513,264,0,40,0,-399,0,3458,306,20966
2024/6/2,5:30,20699,0,9069,3813,171,1007,1703,0,512,720,0,33,0,-736,0,4123,284,20699
2024/6/2,6:00,20700,0,9109,3787,172,1030,1721,0,515,1458,0,34,0,-822,0,3424,272,20700
2024/6/2,6:30,20788,0,8464,3787,173,1045,1707,0,514,2413,0,32,0,-1372,0,3774,251,20788
2024/6/2,7:00,21489,0,8286,3787,172,1064,1655,0,513,3307,0,30,0,-1405,0,3872,209,21490
2024/6/2,7:30,22016,0,7959,3314,171,1033,1678,0,513,4170,0,28,0,-1375,0,4239,285,22015
2024/6/2,8:00,22852,0,7892,3038,172,974,1683,0,509,5430,0,26,0,-1362,0,4228,262,22852
2024/6/2,8:30,23940,0,7948,2987,171,955,1684,0,509,6852,0,28,0,-1359,0,3906,259,23940
2024/6/2,9:00,25040,0,7827,2924,172,936,1684,0,509,8044,0,27,0,-1490,0,4099,306,25038
2024/6/2,9:30,26012,0,7649,2887,172,973,1687,0,508,8896,0,24,0,-2082,0,4995,303,26012
2024/6/2,10:00,26436,0,7824,2919,172,981,1680,0,507,8881,0,23,0,-1984,0,5125,308,26436
2024/6/2,10:30,26763,0,8068,3048,172,969,1679,0,508,8785,0,25,0,-1869,0,5067,310,26762
2024/6/2,11:00,27366,0,8355,3516,172,963,1678,0,508,8343,0,24,0,-1210,0,4712,306,27367
2024/6/2,11:30,27183,0,8828,3642,173,958,1677,0,508,7147,0,24,0,-630,0,4546,310,27183
2024/6/2,12:00,26987,0,8558,3697,173,1014,1688,0,508,6352,0,23,0,251,0,4409,313,26986
2024/6/2,12:30,27053,0,8645,3819,172,1030,1699,0,506,5800,0,27,0,413,0,4630,312,27053
2024/6/2,13:00,26747,0,9182,3818,172,1035,1740,0,504,4870,0,31,0,480,0,4606,308,26746
2024/6/2,13:30,26605,0,10641,3811,172,994,1749,0,504,4274,0,30,0,806,0,3318,306,26605
2024/6/2,14:00,26782,0,11271,3811,171,1042,1767,0,503,3534,0,27,0,1214,0,3144,298,26782
2024/6/2,14:30,26736,0,11529,3810,173,1019,1775,0,503,2673,0,31,0,1241,0,3684,298,26736
2024/6/2,15:00,26399,0,11633,3815,173,1027,1876,0,503,1748,0,30,0,1178,0,4108,309,26400
2024/6/2,15:30,25992,0,11854,3872,173,1018,1877,0,503,1027,0,31,0,1040,0,4287,309,25991
2024/6/2,16:00,25971,0,12523,3899,172,1039,1938,0,505,716,0,32,0,878,0,3954,315,25971
2024/6/2,16:30,26412,0,12737,4159,174,1061,1943,0,506,681,0,32,0,874,0,3932,313,26412
2024/6/2,17:00,26920,0,13287,4269,172,1058,1948,0,509,529,0,33,0,779,0,4015,319,26918
2024/6/2,17:30,27415,0,13944,4383,171,1055,2006,0,507,269,0,35,0,884,0,3841,322,27417
2024/6/2,18:00,27736,0,14307,4514,171,1032,2027,0,511,109,0,34,0,1229,0,3479,324,27737
2024/6/2,18:30,27952,0,14795,4512,171,965,2052,0,510,2,0,34,0,1330,0,3260,320,27951
2024/6/2,19:00,27847,0,14950,4510,171,925,2091,0,509,0,0,37,0,1338,0,3001,316,27848
2024/6/2,19:30,27412,0,14506,4511,171,863,2088,0,511,0,0,41,0,1107,0,3289,325,27412
2024/6/2,20:00,27057,0,14174,4509,171,925,2000,0,513,0,0,44,0,814,0,3593,314,27057
2024/6/2,20:30,26573,0,14071,4508,171,930,1951,0,513,0,0,42,0,580,0,3485,321,26572
2024/6/2,21:00,25938,0,13524,4424,172,1006,1853,0,513,0,0,49,0,325,0,3799,272,25937
2024/6/2,21:30,25190,0,12728,4270,173,999,1838,0,514,0,0,47,0,313,0,4024,285,25191
2024/6/2,22:00,24498,0,12200,4198,173,915,1846,0,513,0,0,45,0,310,0,4025,272,24497
2024/6/2,22:30,23853,0,12075,3924,173,900,1836,0,512,0,0,42,0,23,0,4117,250,23852
2024/6/2,23:00,23505,0,11619,3988,172,903,1831,0,514,0,0,39,0,193,0,3977,269,23505
2024/6/2,23:30,22704,0,10642,4065,172,909,1840,0,515,0,0,37,0,43,0,4200,281,22704
2024/6/3,0:00,22080,0,10132,3968,173,926,1816,0,508,0,0,29,0,-7,0,4269,267,22081
2024/6/3,0:30,21180,0,9575,3971,172,896,1814,0,508,0,0,28,0,-26,0,3935,305,21178
2024/6/3,1:00,20717,0,9424,3972,172,920,1798,0,508,0,0,25,0,-416,0,4032,281,20716
2024/6/3,1:30,20589,0,9591,3970,173,922,1816,0,508,0,0,22,0,-635,0,3940,283,20590
2024/6/3,2:00,20457,0,9451,3972,172,902,1823,0,508,0,0,20,0,-464,0,3795,277,20456
2024/6/3,2:30,20763,0,9599,3970,173,910,1818,0,509,0,0,17,0,-62,0,3551,279,20764
2024/6/3,3:00,20900,0,9764,3985,173,946,1825,0,508,0,0,17,0,-41,0,3440,284,20901
2024/6/3,3:30,21191,0,10091,3986,173,973,1825,0,509,0,0,16,0,-43,0,3378,283,21191
2024/6/3,4:00,21378,0,10426,4018,173,1011,1816,0,505,0,0,18,0,-42,0,3165,287,21377
2024/6/3,4:30,21547,0,10388,4077,172,1047,1813,0,502,20,0,21,0,-36,0,3281,263,21548
2024/6/3,5:00,21698,0,10059,4097,173,1036,1789,0,501,307,0,21,0,-21,0,3436,301,21699
2024/6/3,5:30,21663,0,9153,4197,173,1070,1769,0,497,792,0,18,0,-14,0,3734,274,21663
