単位[万kWh]
DATE,TIME,東京エリア需要,供給力
,,,原子力,火力,水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,連系線,合計
2023/8/28,16:00,4938,0,3418,194,0,34,266,0,5,0,507,514,4938
2023/8/28,17:00,4699,0,3425,193,0,34,64,0,5,0,496,482,4699
2023/8/28,18:00,4602,0,3428,194,0,34,0,0,4,0,464,478,4602
2023/8/28,19:00,4388,0,3420,146,0,35,0,0,4,0,221,562,4388
2023/8/28,20:00,4134,0,3303,143,0,35,0,0,4,0,25,624,4134
2023/8/28,21:00,3878,0,3095,135,0,35,0,0,4,0,0,609,3878
2023/8/28,22:00,3658,0,2993,101,0,36,0,0,3,0,0,525,3658
2023/8/28,23:00,3403,0,2766,100,0,36,0,0,3,0,0,498,3403
2023/8/29,0:00,3092,0,2542,108,0,35,0,0,2,0,-91,496,3092
2023/8/29,1:00,2885,0,2461,110,0,36,0,0,2,0,-269,545,2885
2023/8/29,2:00,2776,0,2538,97,0,35,0,0,2,0,-414,518,2776
2023/8/29,3:00,2741,0,2528,96,0,36,0,0,2,0,-425,504,2741
2023/8/29,4:00,2751,0,2536,95,0,36,0,0,2,0,-424,506,2751
2023/8/29,5:00,2809,0,2608,97,0,35,14,0,2,0,-422,475,2809
2023/8/29,6:00,3071,0,2588,101,0,35,186,0,2,0,-349,508,3071
2023/8/29,7:00,3592,0,2632,108,0,35,503,0,1,0,-220,533,3592
2023/8/29,8:00,4299,0,2736,121,0,35,821,0,1,0,-86,671,4299
2023/8/29,9:00,4808,0,2971,122,0,35,1030,0,2,0,0,648,4808
2023/8/29,10:00,5061,0,3015,117,0,34,1212,0,2,0,7,674,5061
2023/8/29,11:00,5239,0,3069,117,0,34,1307,0,2,0,9,701,5239
2023/8/29,12:00,5227,0,3059,130,0,34,1301,0,3,0,0,700,5227
2023/8/29,13:00,5342,0,3267,144,0,33,1196,0,3,0,11,688,5342
2023/8/29,14:00,5329,0,3395,195,0,33,987,0,3,0,88,628,5329
2023/8/29,15:00,5245,0,3498,206,0,33,687,0,4,0,270,547,5245
2023/8/29,16:00,5159,0,3525,212,0,33,346,0,4,0,572,467,5159
2023/8/29,17:00,4867,0,3531,201,0,34,84,0,4,0,575,438,4867
2023/8/29,18:00,4664,0,3554,174,0,34,1,0,4,0,483,414,4664
2023/8/29,19:00,4425,0,3500,163,0,34,0,0,4,0,195,529,4425
2023/8/29,20:00,4158,0,3341,153,0,34,0,0,3,0,28,599,4158
2023/8/29,21:00,3887,0,3104,150,0,34,0,0,4,0,0,595,3887
2023/8/29,22:00,3655,0,2967,117,0,34,0,0,4,0,0,533,3655
2023/8/29,23:00,3397,0,2753,106,0,34,0,0,3,0,-2,503,3397
2023/8/30,0:00,3083,0,2601,103,0,34,0,0,3,0,-142,484,3083
2023/8/30,1:00,2871,0,2535,106,0,34,0,0,2,0,-317,511,2871
2023/8/30,2:00,2759,0,2580,100,0,34,0,0,2,0,-443,486,2759
2023/8/30,3:00,2716,0,2591,98,0,34,0,0,2,0,-467,458,2716
2023/8/30,4:00,2723,0,2593,97,0,34,0,0,3,0,-445,441,2723
2023/8/30,5:00,2781,0,2619,95,0,34,14,0,3,0,-407,423,2781
2023/8/30,6:00,3037,0,2571,95,0,34,176,0,2,0,-313,472,3037
2023/8/30,7:00,3563,0,2672,102,0,34,462,0,2,0,-204,495,3563
2023/8/30,8:00,4265,0,2977,103,0,32,735,0,2,0,-53,469,4265
2023/8/30,9:00,4774,0,3127,101,0,33,958,0,2,0,8,545,4774
2023/8/30,10:00,5030,0,3159,109,0,33,1126,0,2,0,15,586,5030
2023/8/30,11:00,5167,0,3215,109,0,33,1170,0,2,0,36,602,5167
2023/8/30,12:00,5149,0,3237,93,0,33,1123,0,3,0,7,653,5149
2023/8/30,13:00,5256,0,3351,133,0,33,990,0,3,0,95,651,5256
2023/8/30,14:00,5253,0,3433,139,0,34,803,0,3,0,220,621,5253
2023/8/30,15:00,5147,0,3498,187,0,35,560,0,4,0,349,514,5147
2023/8/30,16:00,5056,0,3523,192,0,36,287,0,4,0,571,443,5056
2023/8/30,17:00,4767,0,3529,193,0,35,63,0,4,0,528,415,4767
2023/8/30,18:00,4651,0,3532,165,0,34,0,0,4,0,514,402,4651
2023/8/30,19:00,4432,0,3499,160,0,34,0,0,4,0,261,474,4432
2023/8/30,20:00,4181,0,3383,149,0,34,0,0,4,0,72,539,4181
2023/8/30,21:00,3917,0,3170,133,0,34,0,0,4,0,0,576,3917
2023/8/30,22:00,3671,0,3026,105,0,35,0,0,5,0,0,500,3671
2023/8/30,23:00,3407,0,2818,100,0,35,0,0,4,0,-8,458,3407
2023/8/31,0:00,3103,0,2688,100,0,35,0,0,5,0,-194,469,3103
2023/8/31,1:00,2888,0,2699,98,0,35,0,0,6,0,-432,482,2888
2023/8/31,2:00,2785,0,2729,101,0,35,0,0,6,0,-548,462,2785
2023/8/31,3:00,2746,0,2705,97,0,35,0,0,5,0,-560,464,2746
2023/8/31,4:00,2748,0,2698,96,0,35,0,0,4,0,-538,453,2748
2023/8/31,5:00,2802,0,2746,97,0,35,12,0,3,0,-484,393,2802
2023/8/31,6:00,3039,0,2633,93,0,35,181,0,3,0,-385,479,3039
2023/8/31,7:00,3554,0,2585,99,0,35,500,0,3,0,-214,546,3554
2023/8/31,8:00,4230,0,2717,101,0,34,837,0,3,0,-34,572,4230
2023/8/31,9:00,4732,0,2941,112,0,34,1085,0,3,0,0,557,4732
2023/8/31,10:00,4957,0,2949,108,0,34,1278,0,3,0,4,581,4957
2023/8/31,11:00,5071,0,2997,109,0,34,1357,0,3,0,0,571,5071
2023/8/31,12:00,5012,0,2974,102,0,34,1304,0,4,0,0,594,5012
2023/8/31,13:00,5082,0,3158,124,0,34,1144,0,4,0,2,616,5082
2023/8/31,14:00,5044,0,3389,135,0,34,915,0,5,0,79,487,5044
2023/8/31,15:00,4997,0,3489,153,0,34,610,0,5,0,277,429,4997
2023/8/31,16:00,4851,0,3510,198,0,34,273,0,5,0,420,411,4851
2023/8/31,17:00,4557,0,3520,197,0,34,57,0,5,0,370,374,4557
2023/8/31,18:00,4452,0,3527,157,0,34,0,0,5,0,378,351,4452
2023/8/31,19:00,4261,0,3489,154,0,34,0,0,5,0,212,367,4261
2023/8/31,20:00,4029,0,3321,143,0,34,0,0,5,0,35,491,4029
2023/8/31,21:00,3776,0,3084,131,0,34,0,0,5,0,0,522,3776
2023/8/31,22:00,3557,0,2911,99,0,35,0,0,5,0,0,507,3557
2023/8/31,23:00,3314,0,2714,100,0,35,0,0,5,0,0,460,3314
2023/9/1,0:00,3028,0,2547,99,0,33,0,0,5,0,-133,477,3028
2023/9/1,1:00,2812,0,2460,96,0,33,0,0,5,0,-271,489,2812
2023/9/1,2:00,2701,0,2422,94,0,33,0,0,5,0,-325,472,2701
2023/9/1,3:00,2664,0,2421,92,0,33,0,0,5,0,-373,486,2664
2023/9/1,4:00,2669,0,2399,93,0,33,0,0,4,0,-314,454,2669
2023/9/1,5:00,2733,0,2415,94,0,33,12,0,4,0,-250,425,2733
2023/9/1,6:00,2971,0,2406,96,0,33,179,0,3,0,-171,425,2971
2023/9/1,7:00,3484,0,2429,102,0,33,506,0,3,0,-120,531,3484
2023/9/1,8:00,4134,0,2612,104,0,33,853,0,2,0,-63,593,4134
2023/9/1,9:00,4652,0,2843,99,0,33,1124,0,2,0,-5,556,4652
2023/9/1,10:00,4870,0,2853,102,0,33,1299,0,2,0,0,581,4870
2023/9/1,11:00,4999,0,2975,100,0,33,1387,0,2,0,0,502,4999
2023/9/1,12:00,4946,0,2953,91,0,33,1366,0,3,0,0,500,4946
2023/9/1,13:00,5049,0,3160,105,0,33,1245,0,3,0,12,491,5049
2023/9/1,14:00,5040,0,3329,131,0,32,1016,0,3,0,83,446,5040
2023/9/1,15:00,4973,0,3401,150,0,32,705,0,4,0,259,422,4973
2023/9/1,16:00,4900,0,3415,191,0,32,347,0,4,0,440,471,4900
2023/9/1,17:00,4629,0,3430,153,0,32,77,0,4,0,446,487,4629
2023/9/1,18:00,4454,0,3422,152,0,32,0,0,4,0,383,461,4454
2023/9/1,19:00,4249,0,3352,150,0,33,0,0,5,0,218,491,4249
2023/9/1,20:00,4014,0,3235,132,0,33,0,0,5,0,71,538,4014
2023/9/1,21:00,3765,0,3108,113,0,33,0,0,5,0,16,490,3765
2023/9/1,22:00,3569,0,2925,99,0,33,0,0,5,0,0,507,3569
2023/9/1,23:00,3350,0,2709,97,0,33,0,0,5,0,0,506,3350
2023/9/2,0:00,3066,0,2502,101,0,31,0,0,5,0,0,427,3066
2023/9/2,1:00,2857,0,2369,97,0,31,0,0,4,0,-20,376,2857
2023/9/2,2:00,2733,0,2303,86,0,31,0,0,4,0,-29,338,2733
2023/9/2,3:00,2684,0,2294,84,0,31,0,0,3,0,-63,335,2684
2023/9/2,4:00,2671,0,2303,84,0,31,0,0,3,0,-70,320,2671
2023/9/2,5:00,2668,0,2300,85,0,31,11,0,3,0,-75,313,2668
2023/9/2,6:00,2771,0,2289,89,0,31,171,0,3,0,-150,338,2771
2023/9/2,7:00,3112,0,2280,95,0,31,500,0,2,0,-194,398,3112
2023/9/2,8:00,3614,0,2317,98,0,30,830,0,1,0,-125,463,3614
2023/9/2,9:00,4052,0,2441,99,0,30,1045,0,1,0,-55,491,4052
2023/9/2,10:00,4280,0,2457,89,0,30,1183,0,2,0,0,519,4280
2023/9/2,11:00,4440,0,2559,98,0,30,1241,0,2,0,0,510,4440
2023/9/2,12:00,4457,0,2597,88,0,30,1178,0,2,0,0,562,4457
2023/9/2,13:00,4484,0,2766,100,0,30,1050,0,2,0,0,536,4484
2023/9/2,14:00,4462,0,2913,102,0,30,829,0,2,0,0,586,4462
2023/9/2,15:00,4346,0,3047,115,0,28,536,0,2,0,16,602,4346
2023/9/2,16:00,4190,0,3149,134,0,28,247,0,2,0,63,567,4190
2023/9/2,17:00,4039,0,3188,136,0,28,51,0,2,0,102,532,4039
2023/9/2,18:00,4042,0,3219,135,0,28,0,0,2,0,139,519,4042
2023/9/2,19:00,3913,0,3173,121,0,28,0,0,2,0,77,512,3913
2023/9/2,20:00,3731,0,3036,118,0,28,0,0,2,0,7,540,3731
2023/9/2,21:00,3509,0,2904,102,0,28,0,0,2,0,0,473,3509
2023/9/2,22:00,3337,0,2751,99,0,29,0,0,2,0,0,456,3337
2023/9/2,23:00,3135,0,2593,100,0,29,0,0,2,0,0,411,3135
2023/9/3,0:00,2880,0,2394,104,0,30,0,0,2,0,0,350,2880
2023/9/3,1:00,2681,0,2195,99,0,30,0,0,1,0,0,356,2681
2023/9/3,2:00,2583,0,2119,90,0,30,0,0,1,0,0,343,2583
2023/9/3,3:00,2541,0,2062,90,0,30,0,0,1,0,0,358,2541
2023/9/3,4:00,2532,0,2075,90,0,30,0,0,1,0,0,336,2532
2023/9/3,5:00,2536,0,2024,89,0,30,11,0,2,0,-4,384,2536
2023/9/3,6:00,2592,0,2033,95,0,30,147,0,2,0,-96,381,2592
2023/9/3,7:00,2857,0,2074,99,0,30,443,0,2,0,-164,373,2857
2023/9/3,8:00,3247,0,2085,100,0,30,737,0,3,0,-118,410,3247
2023/9/3,9:00,3617,0,2080,95,0,30,944,0,3,0,0,465,3617
2023/9/3,10:00,3870,0,2129,106,0,30,1103,0,4,0,0,498,3870
2023/9/3,11:00,4001,0,2179,106,0,30,1154,0,5,0,0,527,4001
2023/9/3,12:00,4025,0,2286,95,0,30,1125,0,5,0,0,484,4025
2023/9/3,13:00,4024,0,2312,104,0,30,1031,0,6,0,0,541,4024
2023/9/3,14:00,4039,0,2454,105,0,30,844,0,6,0,0,600,4039
2023/9/3,15:00,4000,0,2698,112,0,30,571,0,6,0,0,583,4000
2023/9/3,16:00,3943,0,2967,131,0,30,268,0,7,0,21,519,3943
2023/9/3,17:00,3911,0,3119,132,0,30,52,0,8,0,106,464,3911
2023/9/3,18:00,3972,0,3148,129,0,30,0,0,7,0,158,500,3972
2023/9/3,19:00,3881,0,3140,117,0,30,0,0,7,0,146,441,3881
2023/9/3,20:00,3717,0,3077,108,0,30,0,0,7,0,90,405,3717
2023/9/3,21:00,3521,0,2943,97,0,30,0,0,7,0,34,410,3521
2023/9/3,22:00,3310,0,2758,97,0,30,0,0,7,0,9,409,3310
2023/9/3,23:00,3099,0,2576,98,0,30,0,0,7,0,-49,437,3099
2023/9/4,0:00,2848,0,2528,91,0,30,0,0,8,0,-213,404,2848
2023/9/4,1:00,2655,0,2480,87,0,30,0,0,8,0,-359,409,2655
2023/9/4,2:00,2570,0,2448,88,0,30,0,0,8,0,-414,410,2570
2023/9/4,3:00,2557,0,2449,90,0,30,0,0,9,0,-438,417,2557
2023/9/4,4:00,2573,0,2456,99,0,30,0,0,9,0,-419,398,2573
2023/9/4,5:00,2677,0,2427,100,0,30,6,0,9,0,-267,372,2677
2023/9/4,6:00,2917,0,2434,93,0,30,59,0,9,0,-82,374,2917
2023/9/4,7:00,3344,0,2564,98,0,30,158,0,10,0,0,484,3344
2023/9/4,8:00,3839,0,2952,107,0,30,242,0,10,0,0,498,3839
2023/9/4,9:00,4170,0,3189,106,0,30,326,0,10,0,16,493,4170
2023/9/4,10:00,4296,0,3210,102,0,30,432,0,9,0,45,468,4296
2023/9/4,11:00,4397,0,3235,100,0,30,496,0,9,0,52,475,4397
2023/9/4,12:00,4295,0,3174,98,0,30,431,0,9,0,20,533,4295
2023/9/4,13:00,4458,0,3298,101,0,30,388,0,8,0,146,487,4458
2023/9/4,14:00,4466,0,3342,113,0,30,314,0,8,0,244,415,4466
2023/9/4,15:00,4411,0,3352,138,0,30,231,0,7,0,335,318,4411
2023/9/4,16:00,4397,0,3349,185,0,30,152,0,5,0,377,299,4397
2023/9/4,17:00,4263,0,3347,149,0,30,40,0,5,0,395,297,4263
2023/9/4,18:00,4217,0,3349,147,0,30,0,0,5,0,408,278,4217
2023/9/4,19:00,4046,0,3346,135,0,30,0,0,4,0,215,316,4046
2023/9/4,20:00,3838,0,3253,115,0,30,0,0,4,0,60,376,3838
2023/9/4,21:00,3617,0,3091,112,0,30,0,0,5,0,17,362,3617
2023/9/4,22:00,3431,0,2953,101,0,30,0,0,5,0,-4,346,3431
2023/9/4,23:00,3213,0,2742,97,0,30,0,0,4,0,-41,381,3213
2023/9/5,0:00,2945,0,2573,97,0,31,0,0,2,0,-207,449,2945
2023/9/5,1:00,2761,0,2636,92,0,31,0,0,2,0,-387,387,2761
2023/9/5,2:00,2686,0,2645,92,0,31,0,0,2,0,-457,373,2686
2023/9/5,3:00,2666,0,2638,92,0,31,0,0,1,0,-469,373,2666
2023/9/5,4:00,2685,0,2674,95,0,31,0,0,1,0,-493,377,2685
2023/9/5,5:00,2769,0,2704,94,0,31,9,0,1,0,-473,403,2769
2023/9/5,6:00,3024,0,2737,93,0,31,141,0,1,0,-389,410,3024
2023/9/5,7:00,3534,0,2844,90,0,31,423,0,2,0,-296,440,3534
2023/9/5,8:00,4192,0,3031,95,0,31,725,0,2,0,-25,333,4192
2023/9/5,9:00,4716,0,3194,107,0,29,983,0,2,0,78,323,4716
2023/9/5,10:00,4930,0,3208,107,0,26,1152,0,2,0,78,357,4930
2023/9/5,11:00,5084,0,3232,96,0,26,1274,0,2,0,67,387,5084
2023/9/5,12:00,5079,0,3156,93,0,27,1272,0,2,0,7,522,5079
2023/9/5,13:00,5226,0,3310,98,0,28,1150,0,3,0,182,455,5226
2023/9/5,14:00,5238,0,3373,149,0,29,919,0,4,0,311,453,5238
2023/9/5,15:00,5182,0,3412,167,0,30,638,0,4,0,432,499,5182
2023/9/5,16:00,5097,0,3455,200,0,30,298,0,4,0,596,514,5097
2023/9/5,17:00,4817,0,3494,206,0,31,58,0,4,0,552,472,4817
2023/9/5,18:00,4636,0,3524,197,0,31,0,0,4,0,463,417,4636
2023/9/5,19:00,4414,0,3518,135,0,31,0,0,5,0,356,369,4414
2023/9/5,20:00,4127,0,3411,120,0,31,0,0,4,0,155,406,4127
2023/9/5,21:00,3839,0,3243,101,0,31,0,0,5,0,28,431,3839
2023/9/5,22:00,3618,0,3113,98,0,31,0,0,4,0,-17,389,3618
2023/9/5,23:00,3357,0,2960,97,0,31,0,0,4,0,-144,409,3357
2023/9/6,0:00,3049,0,2919,93,0,27,0,0,3,0,-426,433,3049
2023/9/6,1:00,2844,0,2941,96,0,27,0,0,3,0,-606,383,2844
2023/9/6,2:00,2752,0,2899,100,0,27,0,0,3,0,-660,383,2752
2023/9/6,3:00,2725,0,2897,101,0,27,0,0,2,0,-661,359,2725
2023/9/6,4:00,2740,0,2911,96,0,27,0,0,2,0,-653,357,2740
2023/9/6,5:00,2809,0,2898,109,0,27,7,0,2,0,-597,363,2809
2023/9/6,6:00,3029,0,2861,102,0,27,92,0,1,0,-447,393,3029
2023/9/6,7:00,3468,0,2959,102,0,27,239,0,1,0,-240,380,3468
2023/9/6,8:00,4037,0,3106,116,0,27,331,0,1,0,-4,460,4037
2023/9/6,9:00,4390,0,3245,119,0,27,372,0,1,0,86,540,4390
2023/9/6,10:00,4479,0,3198,114,0,27,584,0,1,0,36,519,4479
2023/9/6,11:00,4667,0,3208,108,0,27,855,0,1,0,25,443,4667
2023/9/6,12:00,4653,0,3065,109,0,27,869,0,2,0,17,564,4653
2023/9/6,13:00,4776,0,3287,102,0,27,804,0,2,0,147,407,4776
2023/9/6,14:00,4792,0,3352,126,0,27,547,0,2,0,282,456,4792
2023/9/6,15:00,4554,0,3363,157,0,27,257,0,2,0,272,476,4554
2023/9/6,16:00,4444,0,3379,179,0,27,103,0,2,0,311,443,4444
2023/9/6,17:00,4192,0,3353,147,0,27,12,0,2,0,236,415,4192
2023/9/6,18:00,4033,0,3350,132,0,27,0,0,2,0,163,359,4033
2023/9/6,19:00,3840,0,3230,132,0,27,0,0,3,0,57,391,3840
2023/9/6,20:00,3635,0,3013,125,0,27,0,0,3,0,0,467,3635
2023/9/6,21:00,3410,0,2851,111,0,27,0,0,3,0,0,418,3410
2023/9/6,22:00,3253,0,2730,110,0,27,0,0,3,0,-8,391,3253
2023/9/6,23:00,3051,0,2546,112,0,27,0,0,4,0,-25,387,3051
2023/9/7,0:00,2806,0,2363,121,0,27,0,0,4,0,-137,428,2806
2023/9/7,1:00,2640,0,2305,107,0,27,0,0,5,0,-190,386,2640
2023/9/7,2:00,2568,0,2216,105,0,27,0,0,5,0,-167,382,2568
2023/9/7,3:00,2557,0,2185,104,0,27,0,0,6,0,-146,381,2557
2023/9/7,4:00,2576,0,2189,106,0,27,0,0,7,0,-148,395,2576
2023/9/7,5:00,2635,0,2192,114,0,27,8,0,7,0,-118,405,2635
2023/9/7,6:00,2811,0,2178,105,0,27,146,0,8,0,-68,415,2811
2023/9/7,7:00,3183,0,2231,101,0,27,416,0,9,0,-67,466,3183
2023/9/7,8:00,3733,0,2446,102,0,27,639,0,9,0,-8,518,3733
2023/9/7,9:00,4107,0,2631,100,0,26,782,0,9,0,0,559,4107
2023/9/7,10:00,4245,0,2584,115,0,26,926,0,10,0,0,584,4245
2023/9/7,11:00,4384,0,2685,119,0,27,916,0,10,0,0,627,4384
2023/9/7,12:00,4208,0,2637,109,0,27,769,0,11,0,0,655,4208
2023/9/7,13:00,4254,0,2810,110,0,25,661,0,11,0,0,637,4254
2023/9/7,14:00,4287,0,3016,124,0,25,540,0,12,0,0,570,4287
2023/9/7,15:00,4223,0,3142,144,0,25,348,0,12,0,21,531,4223
2023/9/7,16:00,4201,0,3301,152,0,26,158,0,12,0,120,432,4201
2023/9/7,17:00,4059,0,3311,152,0,26,21,0,12,0,148,389,4059
2023/9/7,18:00,4004,0,3274,149,0,27,0,0,13,0,121,420,4004
2023/9/7,19:00,3831,0,3191,144,0,27,0,0,13,0,22,434,3831
2023/9/7,20:00,3649,0,3024,120,0,27,0,0,14,0,0,464,3649
2023/9/7,21:00,3439,0,2876,114,0,27,0,0,14,0,0,408,3439
2023/9/7,22:00,3277,0,2716,104,0,27,0,0,15,0,-8,423,3277
2023/9/7,23:00,3084,0,2512,98,0,27,0,0,15,0,-24,456,3084
2023/9/8,0:00,2824,0,2230,110,0,30,0,0,13,0,-24,465,2824
2023/9/8,1:00,2650,0,2113,101,0,30,0,0,13,0,-24,417,2650
2023/9/8,2:00,2562,0,2043,103,0,30,0,0,14,0,-34,406,2562
2023/9/8,3:00,2540,0,2018,102,0,30,0,0,14,0,-26,402,2540
2023/9/8,4:00,2559,0,2032,104,0,30,0,0,15,0,-41,419,2559
2023/9/8,5:00,2627,0,2098,103,0,30,4,0,16,0,-15,391,2627
2023/9/8,6:00,2803,0,2223,103,0,30,11,0,16,0,0,420,2803
2023/9/8,7:00,3102,0,2529,107,0,30,22,0,16,0,0,398,3102
2023/9/8,8:00,3496,0,2783,124,0,27,42,0,17,0,18,485,3496
2023/9/8,9:00,3758,0,2919,124,0,27,56,0,16,0,49,567,3758
2023/9/8,10:00,3742,0,2936,126,0,27,79,0,16,0,51,507,3742
2023/9/8,11:00,3678,0,2857,128,0,28,113,0,17,0,0,535,3678
2023/9/8,12:00,3508,0,2709,118,0,27,153,0,17,0,0,484,3508
2023/9/8,13:00,3552,0,2805,124,0,27,176,0,16,0,0,404,3552
2023/9/8,14:00,3580,0,2867,146,0,27,167,0,14,0,3,356,3580
2023/9/8,15:00,3561,0,2929,157,0,27,111,0,12,0,3,322,3561
2023/9/8,16:00,3537,0,2956,168,0,28,46,0,10,0,40,289,3537
2023/9/8,17:00,3453,0,2848,172,0,28,8,0,10,0,97,290,3453
2023/9/8,18:00,3445,0,2811,173,0,28,0,0,10,0,124,299,3445
2023/9/8,19:00,3300,0,2818,160,0,28,0,0,11,0,17,266,3300
2023/9/8,20:00,3142,0,2682,141,0,28,0,0,9,0,0,282,3142
2023/9/8,21:00,2973,0,2531,134,0,30,0,0,8,0,0,270,2973
2023/9/8,22:00,2860,0,2412,132,0,30,0,0,7,0,-12,291,2860
2023/9/8,23:00,2735,0,2269,131,0,30,0,0,6,0,0,299,2735
2023/9/9,0:00,2562,0,2004,133,0,28,0,0,10,0,-12,399,2562
2023/9/9,1:00,2426,0,1897,130,0,28,0,0,9,0,-1,363,2426
2023/9/9,2:00,2373,0,1858,119,0,28,0,0,9,0,0,359,2373
2023/9/9,3:00,2374,0,1863,118,0,28,0,0,9,0,0,356,2374
2023/9/9,4:00,2386,0,1888,119,0,28,0,0,8,0,0,343,2386
2023/9/9,5:00,2395,0,1887,119,0,28,5,0,9,0,0,347,2395
2023/9/9,6:00,2471,0,1852,127,0,28,76,0,9,0,-28,407,2471
2023/9/9,7:00,2633,0,1891,124,0,28,188,0,8,0,-30,424,2633
2023/9/9,8:00,2891,0,1891,124,0,28,347,0,7,0,-13,507,2891
2023/9/9,9:00,3128,0,1988,122,0,28,451,0,7,0,0,532,3128
2023/9/9,10:00,3260,0,1990,121,0,28,522,0,7,0,0,592,3260
2023/9/9,11:00,3307,0,1970,117,0,28,582,0,7,0,0,603,3307
2023/9/9,12:00,3319,0,1998,113,0,28,600,0,7,0,-37,610,3319
2023/9/9,13:00,3408,0,2111,129,0,28,601,0,6,0,-51,584,3408
2023/9/9,14:00,3461,0,2246,131,0,28,552,0,6,0,-40,538,3461
2023/9/9,15:00,3487,0,2420,136,0,27,421,0,6,0,-22,499,3487
2023/9/9,16:00,3486,0,2678,138,0,27,208,0,6,0,2,427,3486
2023/9/9,17:00,3467,0,2798,147,0,27,35,0,6,0,46,408,3467
2023/9/9,18:00,3511,0,2913,147,0,27,0,0,6,0,75,343,3511
2023/9/9,19:00,3423,0,2886,139,0,27,0,0,5,0,33,333,3423
2023/9/9,20:00,3278,0,2775,127,0,28,0,0,5,0,3,340,3278
2023/9/9,21:00,3094,0,2561,121,0,28,0,0,5,0,0,379,3094
2023/9/9,22:00,2950,0,2448,113,0,28,0,0,5,0,0,356,2950
2023/9/9,23:00,2798,0,2322,105,0,28,0,0,4,0,0,339,2798
2023/9/10,0:00,2585,0,2130,110,0,28,0,0,3,0,0,314,2585
2023/9/10,1:00,2423,0,1951,107,0,28,0,0,3,0,0,334,2423
2023/9/10,2:00,2360,0,1884,104,0,28,0,0,2,0,0,342,2360
2023/9/10,3:00,2351,0,1916,107,0,28,0,0,2,0,-13,311,2351
2023/9/10,4:00,2364,0,1907,107,0,28,0,0,2,0,-25,345,2364
2023/9/10,5:00,2368,0,1902,107,0,28,6,0,2,0,-25,348,2368
2023/9/10,6:00,2410,0,1834,105,0,28,123,0,1,0,-53,372,2410
2023/9/10,7:00,2627,0,1818,106,0,28,392,0,1,0,-113,395,2627
2023/9/10,8:00,2992,0,1853,109,0,28,714,0,1,0,-185,472,2992
2023/9/10,9:00,3377,0,1907,117,0,28,946,0,1,0,-151,529,3377
2023/9/10,10:00,3633,0,1911,119,0,28,1105,0,1,0,-93,562,3633
2023/9/10,11:00,3817,0,1927,115,0,28,1150,0,2,0,-8,603,3817
2023/9/10,12:00,3870,0,2112,103,0,28,1087,0,2,0,39,499,3870
2023/9/10,13:00,3871,0,2266,108,0,28,973,0,2,0,76,418,3871
2023/9/10,14:00,3891,0,2398,108,0,28,777,0,3,0,0,577,3891
2023/9/10,15:00,3868,0,2660,124,0,27,540,0,3,0,0,514,3868
2023/9/10,16:00,3826,0,2883,136,0,26,256,0,3,0,36,486,3826
2023/9/10,17:00,3770,0,2972,149,0,26,39,0,4,0,131,449,3770
2023/9/10,18:00,3813,0,3005,154,0,26,0,0,4,0,182,442,3813
2023/9/10,19:00,3709,0,2961,156,0,26,0,0,4,0,120,442,3709
2023/9/10,20:00,3540,0,2883,149,0,26,0,0,3,0,15,464,3540
2023/9/10,21:00,3341,0,2722,121,0,26,0,0,3,0,0,469,3341
2023/9/10,22:00,3149,0,2543,106,0,26,0,0,4,0,-49,519,3149
2023/9/10,23:00,2965,0,2483,102,0,26,0,0,4,0,-136,486,2965
2023/9/11,0:00,2733,0,2430,95,0,26,0,0,3,0,-270,449,2733
2023/9/11,1:00,2558,0,2278,93,0,26,0,0,2,0,-321,480,2558
2023/9/11,2:00,2477,0,2213,94,0,26,0,0,3,0,-348,489,2477
2023/9/11,3:00,2469,0,2253,95,0,26,0,0,2,0,-333,426,2469
2023/9/11,4:00,2499,0,2224,102,0,26,0,0,3,0,-269,413,2499
2023/9/11,5:00,2585,0,2244,103,0,26,6,0,3,0,-168,371,2585
2023/9/11,6:00,2801,0,2203,101,0,26,122,0,3,0,-134,480,2801
2023/9/11,7:00,3299,0,2299,98,0,26,387,0,3,0,-68,554,3299
2023/9/11,8:00,3968,0,2652,106,0,24,706,0,3,0,-4,481,3968
2023/9/11,9:00,4434,0,2907,113,0,24,931,0,2,0,6,451,4434
2023/9/11,10:00,4662,0,2999,107,0,24,1044,0,2,0,29,457,4662
2023/9/11,11:00,4689,0,3023,102,0,24,1014,0,3,0,31,492,4689
2023/9/11,12:00,4590,0,2985,104,0,24,962,0,3,0,5,507,4590
2023/9/11,13:00,4686,0,3131,117,0,24,857,0,3,0,85,469,4686
2023/9/11,14:00,4653,0,3212,116,0,24,688,0,3,0,171,439,4653
2023/9/11,15:00,4653,0,3262,142,0,24,501,0,3,0,315,406,4653
2023/9/11,16:00,4612,0,3298,148,0,24,235,0,3,0,456,448,4612
2023/9/11,17:00,4376,0,3313,153,0,24,35,0,3,0,378,470,4376
2023/9/11,18:00,4254,0,3313,152,0,24,0,0,3,0,282,480,4254
2023/9/11,19:00,4043,0,3265,132,0,24,0,0,4,0,126,492,4043
2023/9/11,20:00,3813,0,3158,116,0,24,0,0,4,0,23,488,3813
2023/9/11,21:00,3577,0,2994,110,0,25,0,0,4,0,2,442,3577
2023/9/11,22:00,3389,0,2854,95,0,26,0,0,4,0,-11,421,3389
