単位[MW平均],,,供給力
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2025/7/1,0:00,30498,0,15659,5481,497,1570,1293,0,397,0,0,101,0,0,0,5369,132,30499
2025/7/1,0:30,29281,0,13868,5483,497,1604,1325,0,399,0,0,107,0,0,0,5810,188,29281
2025/7/1,1:00,28226,0,12890,5484,497,1636,1268,0,397,0,0,94,0,-16,0,5754,222,28226
2025/7/1,1:30,27448,0,12418,5483,498,1664,1262,0,398,0,0,98,0,-388,0,5782,233,27448
2025/7/1,2:00,27066,0,12503,5485,498,1626,1233,0,398,0,0,123,0,-898,0,5860,238,27066
2025/7/1,2:30,26865,0,12430,5484,499,1600,1163,0,398,0,0,122,0,-1062,0,5997,235,26866
2025/7/1,3:00,26734,0,12424,5481,497,1649,1207,0,399,0,0,97,0,-1067,0,5810,238,26735
2025/7/1,3:30,26695,0,12374,5486,497,1659,1206,0,399,0,0,92,0,-1055,0,5808,230,26696
2025/7/1,4:00,26704,0,12694,5484,498,1717,1226,0,398,0,0,89,0,-1237,0,5608,228,26705
2025/7/1,4:30,26617,0,12962,5482,497,1669,1218,0,399,3,0,81,0,-1582,0,5693,195,26617
2025/7/1,5:00,27003,0,13162,5484,498,1694,1201,0,397,392,0,76,0,-1893,0,5850,143,27004
2025/7/1,5:30,27610,0,13088,5486,500,1692,1222,0,397,1058,0,68,0,-1916,0,5831,184,27610
2025/7/1,6:00,29019,0,13247,5482,498,1721,1330,0,399,2055,0,64,0,-1706,0,5777,151,29018
2025/7/1,6:30,31045,0,13569,5483,501,1725,1318,0,397,3407,0,60,0,-1333,0,5777,141,31045
2025/7/1,7:00,33799,0,14295,5482,504,1691,1348,0,395,4891,0,59,0,-848,0,5857,124,33798
2025/7/1,7:30,36531,0,15239,5484,512,1700,1356,0,396,6233,0,53,0,-503,0,5938,124,36532
2025/7/1,8:00,39780,0,16029,5482,514,1750,1688,0,392,7444,0,53,0,-191,0,6452,167,39780
2025/7/1,8:30,42624,0,17659,5482,513,1731,1691,0,391,8718,0,57,0,-184,0,6399,167,42624
2025/7/1,9:00,45092,0,18858,5482,513,1714,1799,0,387,10353,0,60,0,-65,1,5817,173,45092
2025/7/1,9:30,47139,0,19095,5481,508,1709,1784,0,387,11945,0,61,0,66,1,5925,176,47138
2025/7/1,10:00,48134,0,18581,5481,507,1740,1780,0,385,12886,0,77,0,75,1,6444,177,48134
2025/7/1,10:30,49398,0,19224,5483,506,1760,1723,0,386,13528,0,78,0,75,1,6457,177,49398
2025/7/1,11:00,49781,0,19965,5480,510,1795,1715,0,387,13175,0,73,0,75,1,6427,178,49781
2025/7/1,11:30,49950,0,20520,5481,510,1744,1734,0,387,12755,0,69,0,75,1,6497,177,49950
2025/7/1,12:00,49161,0,20153,5482,527,1733,1735,0,387,12368,0,72,0,75,1,6450,178,49161
2025/7/1,12:30,49710,0,21150,5482,559,1769,1736,0,387,11976,0,76,0,75,1,6322,178,49711
2025/7/1,13:00,50942,0,23590,5478,601,1805,1774,0,384,10750,0,73,0,341,0,5970,177,50943
2025/7/1,13:30,50287,0,24432,5480,604,1805,1771,0,383,9084,0,71,0,461,0,6019,177,50287
2025/7/1,14:00,49652,0,25344,5483,625,1830,1830,0,384,7617,0,69,0,560,0,5734,176,49652
2025/7/1,14:30,48727,0,25350,5480,639,1799,1867,0,384,6141,0,62,0,1045,0,5784,175,48726
2025/7/1,15:00,47548,0,25535,5478,635,1786,2086,0,385,4727,0,61,0,1883,0,4796,176,47548
2025/7/1,15:30,46236,0,25591,5482,640,1756,2093,0,386,3324,0,57,0,2788,4,3939,176,46236
2025/7/1,16:00,46302,0,25913,5480,640,1775,2282,0,388,2694,0,56,0,3567,8,3321,176,46300
2025/7/1,16:30,45444,0,26097,5480,639,1800,2319,0,388,1659,0,55,0,3930,11,2890,175,45443
2025/7/1,17:00,44030,0,26025,5481,639,1819,1970,0,390,866,0,56,0,3074,15,3519,175,44029
2025/7/1,17:30,43269,0,26198,5483,638,1835,2024,0,391,425,0,51,0,2859,15,3176,176,43271
2025/7/1,18:00,42506,0,26412,5481,640,1785,2064,0,394,177,0,50,0,2326,27,2970,178,42504
2025/7/1,18:30,42440,0,26431,5481,639,1735,1976,0,394,15,0,51,0,2180,27,3333,177,42439
2025/7/1,19:00,41706,0,26016,5482,637,1722,1973,0,396,0,0,52,0,1599,22,3628,178,41705
2025/7/1,19:30,40756,0,24960,5482,638,1736,1917,0,396,0,0,55,0,1042,25,4330,176,40757
2025/7/1,20:00,39572,0,24509,5483,638,1744,1858,0,398,0,0,63,0,337,3,4368,170,39571
2025/7/1,20:30,38627,0,23606,5482,638,1760,1876,0,398,0,0,66,0,200,1,4434,166,38627
2025/7/1,21:00,37403,0,22555,5482,635,1764,1811,0,397,0,0,73,0,105,1,4419,160,37402
2025/7/1,21:30,36143,0,21636,5483,632,1753,1811,0,398,0,0,65,0,0,1,4210,155,36144
2025/7/1,22:00,35145,0,20588,5483,616,1752,1659,0,399,0,0,62,0,0,1,4461,123,35144
2025/7/1,22:30,34050,0,19404,5480,611,1708,1603,0,398,0,0,58,0,0,1,4646,142,34051
2025/7/1,23:00,32957,0,18523,5482,570,1700,1484,0,399,0,0,57,0,0,1,4591,150,32957
2025/7/1,23:30,31579,0,16894,5483,524,1754,1471,0,398,0,0,52,0,0,0,4881,122,31579
2025/7/2,0:00,30218,0,15781,5480,524,1735,1351,0,406,0,0,53,0,-170,1,4962,96,30219
2025/7/2,0:30,28924,0,14895,5484,524,1691,1397,0,406,0,0,51,0,-807,0,5136,147,28924
2025/7/2,1:00,27959,0,14547,5484,524,1697,1411,0,404,0,0,42,0,-1254,0,4973,131,27959
2025/7/2,1:30,27294,0,14415,5482,523,1673,1408,0,405,0,0,42,0,-1845,0,5099,91,27293
2025/7/2,2:00,26830,0,14276,5486,523,1709,1409,0,406,0,0,52,0,-2118,0,4998,89,26830
2025/7/2,2:30,26717,0,14157,5482,524,1712,1332,0,406,0,0,54,0,-2121,0,5081,89,26716
2025/7/2,3:00,26619,0,14051,5481,524,1711,1335,0,407,0,0,41,0,-2124,0,5027,165,26618
2025/7/2,3:30,26588,0,14334,5482,523,1727,1328,0,407,0,0,37,0,-2315,0,4866,200,26589
2025/7/2,4:00,26660,0,14343,5485,524,1700,1352,0,407,0,0,35,0,-2396,0,5015,195,26660
2025/7/2,4:30,26642,0,14422,5485,523,1671,1348,0,408,3,0,35,0,-2522,0,5101,169,26643
2025/7/2,5:00,27021,0,14834,5483,523,1692,1350,0,405,238,0,36,0,-2889,0,5142,208,27022
2025/7/2,5:30,27333,0,14337,5483,525,1698,1343,0,406,622,0,30,0,-2912,0,5638,163,27333
2025/7/2,6:00,28500,0,14636,5480,524,1674,1312,0,407,1155,0,28,0,-2488,0,5527,245,28500
2025/7/2,6:30,30150,0,15363,5480,526,1710,1289,0,406,1882,0,25,0,-1814,0,5083,199,30149
2025/7/2,7:00,31821,0,16006,5483,532,1699,1249,0,404,2553,0,23,0,-1078,0,4765,186,31822
2025/7/2,7:30,33882,0,16182,5482,538,1687,1251,0,405,3838,0,23,0,-399,0,4731,144,33882
2025/7/2,8:00,36758,0,16742,5484,540,1706,1377,0,400,5339,0,22,0,-142,0,5103,187,36758
2025/7/2,8:30,39666,0,18717,5480,539,1695,1387,0,399,6951,0,21,0,60,0,4216,200,39665
2025/7/2,9:00,41778,0,19233,5483,545,1690,1470,0,395,8474,0,22,0,75,0,4138,253,41778
2025/7/2,9:30,43387,0,19320,5481,545,1740,1451,0,396,9935,0,23,0,75,0,4154,267,43387
2025/7/2,10:00,44360,0,19398,5461,544,1735,1434,0,394,10915,0,23,0,75,0,4115,265,44359
2025/7/2,10:30,45452,0,19841,5172,544,1731,1354,0,395,11934,0,23,0,75,0,4101,282,45452
2025/7/2,11:00,46633,0,20193,5165,544,1754,1349,0,395,12765,0,24,0,75,0,4090,280,46634
2025/7/2,11:30,47824,0,21162,5163,544,1765,1374,0,394,13016,0,24,0,75,0,4023,284,47824
2025/7/2,12:00,47871,0,21322,5161,560,1729,1361,0,395,12374,0,25,0,75,0,4601,268,47871
2025/7/2,12:30,47655,0,21079,5163,618,1694,1344,0,395,11223,0,25,0,75,0,5770,269,47655
2025/7/2,13:00,48521,0,23289,5163,635,1699,1554,0,392,10244,0,27,0,75,0,5180,262,48520
2025/7/2,13:30,48519,0,23341,5162,635,1692,1559,0,391,9346,0,29,0,75,0,6026,262,48518
2025/7/2,14:00,48707,0,24485,5165,636,1761,1618,0,392,8504,0,30,0,75,0,5781,260,48707
2025/7/2,14:30,48348,0,25573,5187,636,1724,1618,0,392,7383,0,26,0,534,0,5014,261,48348
2025/7/2,15:00,47548,0,25830,5469,637,1722,1647,0,391,5965,0,26,0,1260,0,4330,269,47546
2025/7/2,15:30,47030,0,25996,5477,637,1715,1660,0,392,4539,0,26,0,1901,6,4414,266,47029
2025/7/2,16:00,46566,0,26371,5480,637,1748,1771,0,399,3318,0,23,0,3425,8,3112,275,46567
2025/7/2,16:30,45697,0,26416,5481,639,1721,1825,0,400,2285,0,22,0,3778,11,2858,262,45698
2025/7/2,17:00,44223,0,26448,5482,639,1712,1848,0,403,1525,0,29,0,3482,13,2380,261,44222
2025/7/2,17:30,43318,0,26486,5481,640,1726,1855,0,402,868,0,38,0,3235,13,2319,255,43318
2025/7/2,18:00,42532,0,26523,5483,640,1714,1855,0,406,416,0,37,0,3031,23,2166,238,42532
2025/7/2,18:30,42316,0,26473,5481,641,1735,1765,0,406,32,0,33,0,3067,24,2413,246,42316
2025/7/2,19:00,41990,0,26259,5478,642,1758,1816,0,407,0,0,30,0,2108,22,3207,264,41991
2025/7/2,19:30,41106,0,26044,5481,642,1733,1812,0,407,0,0,26,0,1193,16,3471,281,41106
2025/7/2,20:00,40093,0,25367,5481,640,1741,1794,0,409,0,0,27,0,213,1,4148,271,40092
2025/7/2,20:30,39118,0,24323,5481,639,1696,1757,0,409,0,0,24,0,76,1,4435,278,39119
2025/7/2,21:00,37708,0,22986,5483,635,1703,1624,0,409,0,0,29,0,53,1,4533,253,37709
2025/7/2,21:30,36531,0,21583,5481,634,1691,1614,0,407,0,0,30,0,0,1,4821,268,36530
2025/7/2,22:00,35615,0,20654,5482,626,1686,1379,0,408,0,0,28,0,0,0,5152,201,35616
2025/7/2,22:30,34574,0,19361,5481,625,1680,1329,0,407,0,0,27,0,0,0,5439,224,34573
2025/7/2,23:00,33474,0,18621,5483,567,1678,1302,0,408,0,0,26,0,0,0,5274,115,33474
2025/7/2,23:30,32103,0,17139,5483,525,1699,1285,0,409,0,0,26,0,0,0,5400,137,32103
2025/7/3,0:00,30707,0,16062,5495,524,1703,1380,0,403,0,0,33,0,-2,0,4939,171,30708
2025/7/3,0:30,29443,0,14769,5498,523,1684,1404,0,404,0,0,30,0,-298,0,5205,223,29442
2025/7/3,1:00,28494,0,14114,5498,523,1654,1387,0,403,0,0,20,0,-661,0,5309,249,28496
2025/7/3,1:30,27776,0,13967,5498,524,1669,1377,0,403,0,0,19,0,-1198,0,5253,264,27776
2025/7/3,2:00,27330,0,14077,5496,523,1695,1374,0,405,0,0,24,0,-1690,0,5156,270,27330
2025/7/3,2:30,27156,0,13969,5498,525,1684,1294,0,406,0,0,23,0,-1692,0,5178,271,27156
2025/7/3,3:00,27100,0,13991,5493,523,1691,1316,0,406,0,0,22,0,-1687,0,5065,280,27100
2025/7/3,3:30,27044,0,13842,5497,524,1695,1324,0,407,0,0,22,0,-1748,0,5205,276,27044
2025/7/3,4:00,27152,0,14122,5500,522,1709,1334,0,407,0,0,23,0,-1962,0,5215,280,27150
2025/7/3,4:30,27076,0,14269,5500,523,1732,1330,0,408,2,0,24,0,-1709,0,4744,254,27077
2025/7/3,5:00,27450,0,14110,5498,523,1726,1318,0,406,357,0,21,0,-1698,0,4934,256,27451
2025/7/3,5:30,27782,0,13629,5495,524,1724,1303,0,406,946,0,19,0,-1830,0,5353,213,27782
2025/7/3,6:00,29093,0,13988,5496,523,1712,1277,0,406,1850,0,15,0,-1968,0,5599,195,29093
2025/7/3,6:30,30810,0,13917,5495,528,1748,1291,0,405,3074,0,15,0,-1318,0,5431,224,30810
2025/7/3,7:00,33352,0,14153,5493,535,1775,1287,0,403,4559,0,15,0,-541,0,5418,255,33352
2025/7/3,7:30,35812,0,15135,5495,539,1759,1289,0,404,6057,0,16,0,-268,0,5174,212,35812
2025/7/3,8:00,39224,0,15540,5492,539,1777,1380,0,399,7723,0,16,0,-266,0,6392,233,39225
2025/7/3,8:30,42340,0,17108,5491,538,1767,1373,0,398,9234,0,17,0,-264,0,6433,245,42340
2025/7/3,9:00,44675,0,18405,5491,538,1769,1446,0,398,10623,0,18,0,-262,0,6005,242,44673
2025/7/3,9:30,46178,0,19028,5489,538,1761,1444,0,398,11779,0,19,0,-143,2,5607,257,46179
2025/7/3,10:00,47022,0,18928,5490,537,1765,1416,0,396,12622,0,23,0,27,4,5576,238,47022
2025/7/3,10:30,47629,0,18614,5491,539,1775,1341,0,396,13245,0,26,0,72,2,5876,253,47630
2025/7/3,11:00,48414,0,18704,5489,538,1779,1362,0,397,13880,0,33,0,73,2,5907,250,48414
2025/7/3,11:30,48758,0,18998,5491,537,1764,1388,0,396,14157,0,38,0,71,2,5665,250,48757
2025/7/3,12:00,48333,0,18046,5486,553,1746,1365,0,396,14266,0,50,0,72,1,6100,252,48333
2025/7/3,12:30,48289,0,18286,5489,612,1756,1363,0,396,13923,0,55,0,76,1,6080,251,48288
2025/7/3,13:00,49417,0,21003,5487,630,1787,1545,0,395,13383,0,55,0,75,2,4810,244,49416
2025/7/3,13:30,49961,0,22683,5488,630,1814,1547,0,394,12473,0,59,0,75,2,4540,255,49960
2025/7/3,14:00,49846,0,23609,5489,631,1833,1546,0,394,11319,0,57,0,336,2,4373,258,49847
2025/7/3,14:30,49701,0,24723,5490,631,1855,1561,0,394,9877,0,57,0,603,1,4250,260,49702
2025/7/3,15:00,49211,0,24803,5489,630,1871,1591,0,391,8298,0,79,0,709,0,5088,263,49212
2025/7/3,15:30,48672,0,25637,5487,631,1839,1601,0,392,6565,0,64,0,1351,2,4849,255,48673
2025/7/3,16:00,48239,0,26223,5486,630,1826,1798,0,396,5050,0,62,0,2208,7,4280,273,48239
2025/7/3,16:30,47559,0,26475,5491,630,1775,1823,0,397,3488,0,54,0,3008,11,4145,261,47558
2025/7/3,17:00,45773,0,26472,5486,632,1762,1864,0,399,1986,0,51,0,2868,13,3966,273,45772
2025/7/3,17:30,44315,0,26501,5488,633,1765,1886,0,400,945,0,49,0,2798,13,3575,261,44314
2025/7/3,18:00,43059,0,26483,5490,632,1767,1931,0,402,360,0,97,0,3057,24,2546,270,43059
2025/7/3,18:30,42438,0,26481,5487,633,1851,1883,0,403,21,0,94,0,2966,24,2321,273,42437
2025/7/3,19:00,41855,0,26199,5488,635,1839,1885,0,405,0,0,98,0,2478,22,2543,264,41856
2025/7/3,19:30,40749,0,25758,5489,634,1821,1866,0,405,0,0,97,0,1462,22,2916,279,40749
2025/7/3,20:00,39494,0,25299,5493,636,1817,1704,0,404,0,0,102,0,890,2,2896,252,39495
2025/7/3,20:30,38548,0,24124,5493,636,1792,1676,0,406,0,0,99,0,226,1,3821,275,38549
