単位[MW平均],,,供給力
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2024/12/1,0:00,25721,0,12478,5102,467,1293,976,0,417,0,0,172,0,0,2,4573,242,25722
2024/12/1,0:30,24752,0,11519,4981,467,1549,979,0,418,0,0,176,0,0,2,4368,293,24752
2024/12/1,1:00,24427,0,11872,4962,467,1653,970,0,418,0,0,177,0,0,2,3591,316,24428
2024/12/1,1:30,24195,0,11583,4962,465,1680,961,0,418,0,0,176,0,0,2,3621,326,24194
2024/12/1,2:00,24152,0,11527,4951,466,1645,968,0,418,0,0,173,0,0,2,3674,328,24152
2024/12/1,2:30,24257,0,11769,4950,466,1660,894,0,418,0,0,177,0,0,2,3594,327,24257
2024/12/1,3:00,24366,0,11913,4950,467,1524,934,0,419,0,0,177,0,0,2,3651,330,24367
2024/12/1,3:30,24487,0,12118,4951,468,1545,966,0,419,0,0,170,0,0,2,3531,318,24488
2024/12/1,4:00,24671,0,12356,4949,469,1558,1036,0,418,0,0,169,0,0,2,3407,308,24672
2024/12/1,4:30,24742,0,12589,4951,466,1592,1039,0,418,0,0,153,0,0,2,3252,279,24741
2024/12/1,5:00,25123,0,12837,4951,468,1603,1039,0,419,0,0,151,0,0,2,3367,286,25123
2024/12/1,5:30,25455,0,12882,4949,468,1653,1047,0,419,0,0,153,0,0,2,3628,254,25455
2024/12/1,6:00,26220,0,13140,4949,468,1661,1018,0,421,0,0,158,0,67,2,4067,269,26220
2024/12/1,6:30,26766,0,13465,4949,473,1682,1026,0,421,23,0,147,0,608,4,3726,243,26767
2024/12/1,7:00,27293,0,13031,4950,475,1686,1014,0,419,801,0,133,0,709,4,3828,242,27292
2024/12/1,7:30,28008,0,12225,4950,474,1667,1015,0,418,2789,0,122,0,410,2,3709,228,28009
2024/12/1,8:00,28364,0,10633,4897,479,1655,1127,0,414,4787,0,117,0,19,2,4009,228,28367
2024/12/1,8:30,28308,0,9405,4674,476,1647,1129,0,414,6748,0,117,0,-281,2,3742,232,28305
2024/12/1,9:00,28406,0,9954,4619,476,1667,1044,0,414,8516,0,111,0,-891,2,2251,243,28406
2024/12/1,9:30,28263,0,9893,4223,480,1672,1030,0,415,9939,0,111,0,-2166,2,2418,246,28263
2024/12/1,10:00,28087,0,10116,3516,479,1681,1051,0,412,11005,0,96,0,-3369,2,2836,261,28086
2024/12/1,10:30,27665,0,9483,3223,474,1684,1038,0,413,11647,0,94,0,-3986,2,3329,264,27665
2024/12/1,11:00,27740,0,9563,2719,472,1650,931,0,413,11896,0,99,0,-4146,2,3876,266,27741
2024/12/1,11:30,27466,0,9651,2525,469,1661,909,0,413,11685,0,89,0,-4265,1,4058,269,27465
